schema_version,dataset_type,exchange,symbol,instrument_type,event_time,ingested_at,run_id,source_endpoint,open_time,close_time,timeframe,open,high,low,close,volume,quote_volume,trade_count,extra
v1,spot,deribit,BTC_USDC,spot,2023-11-24 15:49:00+00:00,2026-05-01 05:23:14.809361+00:00,sample_20260501T052314809334Z,public_market_data,2023-11-24 15:49:00+00:00,2023-11-24 15:49:59.999000+00:00,1m,38221.27,38221.27,38221.27,38221.27,0.0,0.0,0,"{'exchange': 'deribit', 'symbol': 'BTC_USDC', 'interval': '1m', 'open_time': datetime.datetime(2023, 11, 24, 15, 49, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'close_time': datetime.datetime(2023, 11, 24, 15, 49, 59, 999000, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'open_price': 38221.27, 'high_price': 38221.27, 'low_price': 38221.27, 'close_price': 38221.27, 'volume': 0.0, 'quote_volume': 0.0, 'trade_count': 0}"
v1,spot,deribit,BTC_USDC,spot,2024-08-17 16:12:00+00:00,2026-05-01 05:23:14.809361+00:00,sample_20260501T052314809334Z,public_market_data,2024-08-17 16:12:00+00:00,2024-08-17 16:12:59.999000+00:00,1m,59449.0,59449.0,59449.0,59449.0,0.0,0.0,0,"{'exchange': 'deribit', 'symbol': 'BTC_USDC', 'interval': '1m', 'open_time': datetime.datetime(2024, 8, 17, 16, 12, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'close_time': datetime.datetime(2024, 8, 17, 16, 12, 59, 999000, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'open_price': 59449.0, 'high_price': 59449.0, 'low_price': 59449.0, 'close_price': 59449.0, 'volume': 0.0, 'quote_volume': 0.0, 'trade_count': 0}"
v1,spot,deribit,BTC_USDC,spot,2026-01-24 04:08:00+00:00,2026-05-01 05:23:14.809361+00:00,sample_20260501T052314809334Z,public_market_data,2026-01-24 04:08:00+00:00,2026-01-24 04:08:59.999000+00:00,1m,89728.0,89729.0,89728.0,89729.0,0.0254,0.0254,0,"{'exchange': 'deribit', 'symbol': 'BTC_USDC', 'interval': '1m', 'open_time': datetime.datetime(2026, 1, 24, 4, 8, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'close_time': datetime.datetime(2026, 1, 24, 4, 8, 59, 999000, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'open_price': 89728.0, 'high_price': 89729.0, 'low_price': 89728.0, 'close_price': 89729.0, 'volume': 0.0254, 'quote_volume': 0.0254, 'trade_count': 0}"
v1,spot,deribit,BTC_USDC,spot,2025-11-03 00:35:00+00:00,2026-05-01 05:23:14.809361+00:00,sample_20260501T052314809334Z,public_market_data,2025-11-03 00:35:00+00:00,2025-11-03 00:35:59.999000+00:00,1m,110301.0,110301.0,110301.0,110301.0,0.0001,0.0001,0,"{'exchange': 'deribit', 'symbol': 'BTC_USDC', 'interval': '1m', 'open_time': datetime.datetime(2025, 11, 3, 0, 35, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'close_time': datetime.datetime(2025, 11, 3, 0, 35, 59, 999000, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'open_price': 110301.0, 'high_price': 110301.0, 'low_price': 110301.0, 'close_price': 110301.0, 'volume': 0.0001, 'quote_volume': 0.0001, 'trade_count': 0}"
v1,spot,deribit,BTC_USDC,spot,2026-04-01 17:27:00+00:00,2026-05-01 05:23:14.809361+00:00,sample_20260501T052314809334Z,public_market_data,2026-04-01 17:27:00+00:00,2026-04-01 17:27:59.999000+00:00,1m,68493.0,68493.0,68493.0,68493.0,0.0294,0.0294,0,"{'exchange': 'deribit', 'symbol': 'BTC_USDC', 'interval': '1m', 'open_time': datetime.datetime(2026, 4, 1, 17, 27, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'close_time': datetime.datetime(2026, 4, 1, 17, 27, 59, 999000, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'open_price': 68493.0, 'high_price': 68493.0, 'low_price': 68493.0, 'close_price': 68493.0, 'volume': 0.0294, 'quote_volume': 0.0294, 'trade_count': 0}"
v1,spot,deribit,BTC_USDC,spot,2025-07-14 08:18:00+00:00,2026-05-01 05:23:14.809361+00:00,sample_20260501T052314809334Z,public_market_data,2025-07-14 08:18:00+00:00,2025-07-14 08:18:59.999000+00:00,1m,122434.0,122463.0,122388.0,122456.0,0.2586,0.2586,0,"{'exchange': 'deribit', 'symbol': 'BTC_USDC', 'interval': '1m', 'open_time': datetime.datetime(2025, 7, 14, 8, 18, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'close_time': datetime.datetime(2025, 7, 14, 8, 18, 59, 999000, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'open_price': 122434.0, 'high_price': 122463.0, 'low_price': 122388.0, 'close_price': 122456.0, 'volume': 0.2586, 'quote_volume': 0.2586, 'trade_count': 0}"
v1,spot,deribit,BTC_USDC,spot,2024-08-04 11:07:00+00:00,2026-05-01 05:23:14.809361+00:00,sample_20260501T052314809334Z,public_market_data,2024-08-04 11:07:00+00:00,2024-08-04 11:07:59.999000+00:00,1m,60844.0,60871.0,60844.0,60871.0,0.008,0.008,0,"{'exchange': 'deribit', 'symbol': 'BTC_USDC', 'interval': '1m', 'open_time': datetime.datetime(2024, 8, 4, 11, 7, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'close_time': datetime.datetime(2024, 8, 4, 11, 7, 59, 999000, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'open_price': 60844.0, 'high_price': 60871.0, 'low_price': 60844.0, 'close_price': 60871.0, 'volume': 0.008, 'quote_volume': 0.008, 'trade_count': 0}"
v1,spot,deribit,BTC_USDC,spot,2024-02-11 04:40:00+00:00,2026-05-01 05:23:14.809361+00:00,sample_20260501T052314809334Z,public_market_data,2024-02-11 04:40:00+00:00,2024-02-11 04:40:59.999000+00:00,1m,48451.63,48451.63,48451.63,48451.63,0.0,0.0,0,"{'exchange': 'deribit', 'symbol': 'BTC_USDC', 'interval': '1m', 'open_time': datetime.datetime(2024, 2, 11, 4, 40, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'close_time': datetime.datetime(2024, 2, 11, 4, 40, 59, 999000, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'open_price': 48451.63, 'high_price': 48451.63, 'low_price': 48451.63, 'close_price': 48451.63, 'volume': 0.0, 'quote_volume': 0.0, 'trade_count': 0}"
v1,spot,deribit,BTC_USDC,spot,2024-07-04 16:26:00+00:00,2026-05-01 05:23:14.809361+00:00,sample_20260501T052314809334Z,public_market_data,2024-07-04 16:26:00+00:00,2024-07-04 16:26:59.999000+00:00,1m,57989.0,57989.0,57989.0,57989.0,0.0,0.0,0,"{'exchange': 'deribit', 'symbol': 'BTC_USDC', 'interval': '1m', 'open_time': datetime.datetime(2024, 7, 4, 16, 26, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'close_time': datetime.datetime(2024, 7, 4, 16, 26, 59, 999000, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'open_price': 57989.0, 'high_price': 57989.0, 'low_price': 57989.0, 'close_price': 57989.0, 'volume': 0.0, 'quote_volume': 0.0, 'trade_count': 0}"
v1,spot,deribit,BTC_USDC,spot,2026-04-28 16:39:00+00:00,2026-05-01 05:23:14.809361+00:00,sample_20260501T052314809334Z,public_market_data,2026-04-28 16:39:00+00:00,2026-04-28 16:39:59.999000+00:00,1m,75917.0,75917.0,75910.0,75910.0,0.0004,0.0004,0,"{'exchange': 'deribit', 'symbol': 'BTC_USDC', 'interval': '1m', 'open_time': datetime.datetime(2026, 4, 28, 16, 39, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'close_time': datetime.datetime(2026, 4, 28, 16, 39, 59, 999000, tzinfo=zoneinfo.ZoneInfo(key='UTC')), 'open_price': 75917.0, 'high_price': 75917.0, 'low_price': 75910.0, 'close_price': 75910.0, 'volume': 0.0004, 'quote_volume': 0.0004, 'trade_count': 0}"
